Newspaper,Organizer,Source URL,Source Type,Approved At,Deleted At,Organizer Deleted,Newspaper Disabled
Akers Avis Groruddalen,Deichman Stovner,https://deichman.no/hva-skjer?branch=branch_Stovner,Weblink,2025-10-24 09:34:15,,No,No
Akers Avis Groruddalen,Deichman Nordtvet,https://www.facebook.com/deichman.nordtvet/events,Facebook,2025-04-07 12:56:16,2025-10-23 10:58:05,No,No
Akers Avis Groruddalen,Deichman Stovner,https://www.facebook.com/deichman.stovner/events,Facebook,2025-04-07 12:55:37,2025-10-24 09:53:19,No,No
Akers Avis Groruddalen,Rødtvet senior -og aktivitetssenter,https://www.facebook.com/rodtvetseniorsenter,Facebook,2025-03-12 11:01:21,2025-03-12 11:02:08,No,No
Akers Avis Groruddalen,Rødtvet senior -og aktivitetssenter,https://www.facebook.com/rodtvetseniorsenter/events,Facebook,2025-03-12 11:13:30,,No,No
Akers Avis Groruddalen,Deichman Romsås,https://deichman.no/hva-skjer?branch=branch_Roms%C3%A5s,Weblink,2025-03-24 08:58:23,2025-03-24 08:59:07,No,No
Akers Avis Groruddalen,Furuset bibliotek og aktivitetshus,https://www.facebook.com/fubiak/events,Facebook,2025-04-24 10:33:36,2025-12-23 11:28:19,No,No
Akers Avis Groruddalen,Furuset bibliotek og aktivitetshus,https://deichman.no/hva-skjer?branch=branch_Furuset,Weblink,2025-04-24 10:33:36,2025-12-23 11:14:16,No,No
Akers Avis Groruddalen,"Høybråten, Fossum og Stovner menighet",https://www.facebook.com/HFSMenighet/events?locale=nb_NO,Facebook,2025-04-15 14:23:58,2026-01-07 12:16:45,No,No
Akers Avis Groruddalen,Ellingsrud og Furuset menighet,https://www.facebook.com/ellingsrudogfurusetmenighet/events?locale=nb_NO,Facebook,2025-04-15 14:22:23,2026-01-07 12:55:27,No,No
Akers Avis Groruddalen,Linderud gård,https://www.facebook.com/linderudgard/events?locale=nb_NO,Facebook,2025-04-10 13:05:52,,No,No
Akers Avis Groruddalen,Østre Aker og Haugerud menighet,https://www.facebook.com/ostreakeroghaugerudmenighet/events,Facebook,2025-04-15 14:28:36,2025-04-22 12:16:25,No,No
Akers Avis Groruddalen,Nordre Lindeberg gård,https://www.facebook.com/NLGiOslo/events?locale=nb_NO,Facebook,2025-04-30 13:12:47,,No,No
Akers Avis Groruddalen,Deichman Romsås,https://www.facebook.com/deichman.romsas/events?locale=nb_NO,Facebook,2025-04-07 15:08:01,2025-05-16 14:24:42,No,No
Akers Avis Groruddalen,Deichman Romsås,https://deichman.no/hva-skjer?branch=branch_Roms%C3%A5s,Weblink,2025-03-24 09:58:45,2025-05-16 14:24:42,No,No
Akers Avis Groruddalen,Tveten gård,https://www.facebook.com/tveten.gard/events?locale=nb_NO,Facebook,2025-05-22 07:48:12,2025-05-22 10:06:15,No,No
Akers Avis Groruddalen,Tveten gård,https://www.facebook.com/tveten.gard/events?locale=nb_NO,Facebook,2025-05-22 10:06:58,,No,No
Akers Avis Groruddalen,Deichman Stovner,https://deichman.no/hva-skjer?branch=branch_Stovner,Weblink,2025-04-02 06:53:30,2025-10-24 09:34:02,No,No
Akers Avis Groruddalen,Deichman Nordtvet,https://deichman.no/hva-skjer?branch=branch_Nordtvet,Weblink,2025-04-02 06:52:21,2025-10-23 10:36:19,No,No
Akers Avis Groruddalen,Deichman Bjerke,https://deichman.no/hva-skjer?branch=branch_Bjerke,Weblink,2025-07-23 10:32:16,,No,No
Akers Avis Groruddalen,Kloden teater,https://www.facebook.com/klodenteater/events,Facebook,2025-07-29 09:57:57,,No,No
Akers Avis Groruddalen,Kloden teater,https://www.facebook.com/klodenteater/events?locale=nb_NO,Facebook,2025-07-23 14:24:47,2025-07-29 09:57:57,No,No
Akers Avis Groruddalen,Østre Aker og Haugerud menighet,https://www.kirken.no/nb-NO/fellesrad/kirkeneioslo/menigheter/ostreakeroghaugerud/Kalender/,Weblink,2025-09-17 11:27:11,,No,No
Akers Avis Groruddalen,Demo Linderud,https://deichman.no/hva-skjer?branch=branch_Linderud,Weblink,2025-07-22 14:25:17,2025-09-01 08:06:49,No,No
Akers Avis Groruddalen,Deichman Nordtvet,https://deichman.no/hva-skjer?branch=branch_Nordtvet,Weblink,2025-10-23 10:36:32,,No,No
Akers Avis Groruddalen,Demo Linderud,https://deichman.no/hva-skjer?branch=branch_Linderud,Weblink,2025-09-01 08:07:25,,No,No
Akers Avis Groruddalen,Rommen Scene,https://rommenscene.no/program,Weblink,2025-09-17 07:09:37,,No,No
Akers Avis Groruddalen,Bånkall gård,https://www.facebook.com/BaankallGaard/events?locale=nb_NO,Facebook,2025-09-17 07:18:24,,No,No
Akers Avis Groruddalen,Silkeveien,https://www.facebook.com/silkeveienkulturkafe/events?locale=nb_NO,Facebook,2025-09-17 13:59:01,,No,No
Akers Avis Groruddalen,Deichman Romsås,https://deichman.no/hva-skjer?branch=branch_Roms%C3%A5s,Weblink,2025-10-23 10:59:18,,No,No
Akers Avis Groruddalen,Høybråten Sanitetsforening,https://www.facebook.com/hoybratensanitetsforening/events?locale=nb_NO,Facebook,2025-11-05 12:32:47,,No,No
Akers Avis Groruddalen,Romsås kulturhus,https://www.facebook.com/romsas.kulturhus/events?locale=nb_NO,Facebook,2025-11-14 07:56:03,,No,No
Akers Avis Groruddalen,Furuset Vel,https://www.facebook.com/furusetheimen/events,Facebook,2025-11-20 13:14:44,,No,No
Akers Avis Groruddalen,Årvoll gård,https://www.facebook.com/Kulturgard/events,Facebook,2025-11-20 13:14:11,,No,No
Akers Avis Groruddalen,Kafeen på Bånkall gård,https://www.facebook.com/profile.php?id=61579293977047&sk=events,Facebook,2025-12-03 15:04:58,,No,No
Akers Avis Groruddalen,Tatie,https://www.facebook.com/profile.php?id=61555032959482&sk=events&locale=nb_NO,Facebook,2025-12-03 15:03:50,,No,No
Akers Avis Groruddalen,Furuset bibliotek og aktivitetshus,https://deichman.no/hva-skjer?page=3&branch=branch_Furuset,Weblink,2025-12-23 11:14:25,,No,No
Akers Avis Groruddalen,"Høybråten, Fossum og Stovner menighet",https://www.kirken.no/nb-NO/fellesrad/kirkeneioslo/menigheter/hfs/hvaskjer/,Weblink,2026-01-07 12:09:40,,No,No
Akers Avis Groruddalen,Ellingsrud og Furuset menighet,https://www.kirken.no/nb-NO/fellesrad/kirkeneioslo/menigheter/ellingsrud-og-furuset/hva-skjer/,Weblink,2026-01-07 12:17:55,,No,No
Akers Avis Groruddalen,Grorud Sokn,https://www.kirken.no/nb-NO/fellesrad/kirkeneioslo/menigheter/grorud/hva-skjer/,Weblink,2026-01-07 13:00:31,,No,No
Akers Avis Groruddalen,Grorud Sokn,https://www.facebook.com/grorudkirke/events?locale=nb_NO,Facebook,2025-04-01 10:41:34,2026-01-07 13:15:10,No,No
Alta Kommune,Alta kultursal,https://www.altakultursal.no/kulturprogram/,Weblink,2025-06-20 08:19:18,2025-12-08 09:51:39,No,No
Alta Kommune,Alta bibliotek,https://www.facebook.com/altabiblio/events,Facebook,2025-06-11 14:42:59,,No,No
Alta Kommune,Alta og omegn turlag,https://www.facebook.com/altaogomegnturlag/events,Facebook,2025-06-13 10:09:49,,No,No
Alta Kommune,Lávgu,https://lavgu.no/aktiviteter/,Weblink,2025-06-20 08:17:42,,No,No
Alta Kommune,Alta Museum,https://www.altamuseum.no/en/calendar,Weblink,2025-07-04 16:13:36,2025-08-20 06:50:11,No,No
Alta Kommune,Alta Museum,https://www.altamuseum.no/no/kalender,Weblink,2025-09-10 09:47:10,2025-09-23 06:32:43,No,No
Alta Kommune,Alta Museum,https://www.altamuseum.no/no/kalender,Weblink,2025-11-13 09:57:49,,No,No
Alta Kommune,Alta kultursal,https://ebillett.no/90031500000000,Weblink,2025-12-08 09:51:39,,No,No
Bydel Frogner,Deichman Majorstuen,https://www.facebook.com/Deichman.Majorstuen/events,Facebook,2025-02-26 11:23:25,2025-12-23 15:03:37,No,No
Bydel Frogner,Deichman Majorstuen,https://deichman.no/hva-skjer?branch=branch_Majorstuen,Weblink,2025-12-23 14:56:12,,No,No
COOLIDE,"Jihomoravská agentura pro veřejné inovace JINAG, spolek",https://www.facebook.com/agentura.jinag/?locale=cs_CZ,Facebook,2025-04-03 15:38:36,2025-09-09 10:26:48,No,Yes
COOLIDE,"Jihomoravská agentura pro veřejné inovace JINAG, spolek",https://jinag.eu/cs/kalendar-akci,Weblink,2025-09-09 12:49:01,2025-10-08 10:01:31,No,Yes
Dagen,Bergens Indremisjon Betlehem,https://www.betlehem.no/hva-skjer/kalender,Weblink,2025-06-23 11:17:12,,No,No
Dagen,Den Norske Israelsmisjon,https://www.israelsmisjonen.no/arrangementer/liste/,Weblink,2024-04-16 13:17:48,2025-08-14 12:01:34,No,No
Dagen,Norea Mediemisjon,https://norea.no/moteversikt,Weblink,2025-04-25 12:25:35,2025-04-25 12:33:03,No,No
Dagen,Plussreiser,https://plussreiser.no/reiser/,Weblink,2025-08-14 13:00:21,,No,No
Dagen,Norea Mediemisjon,https://norea.no/moteversikt,Weblink,2025-04-28 12:53:22,2025-12-11 11:24:42,No,No
Dagen,Norea Mediemisjon,https://norea.no/moteversikt,Weblink,2025-12-11 11:24:55,,No,No
Dagen,Hemsedal Høyfjellsenter,https://fjells.no/arrangementer/,Weblink,2025-12-11 11:42:21,,No,No
Danderyds Kommun,Kommunens evenemangskalender,https://www.danderyd.se/evenemang/,Weblink,2025-07-09 11:38:59,,No,No
Danderyds Kommun,Kommunens evenemangskalender,https://www.facebook.com/danderydskommun/events/?id=100064450519382&sk=events,Facebook,2024-01-10 10:10:08,2025-11-20 09:02:20,No,No
DDV,Flekkefjord Kultursenter SPIRA,https://www.facebook.com/FlekkefjordkultursenterSpira/events,Facebook,2024-06-26 14:54:37,2025-12-16 14:01:48,No,No
DDV,Hva skjer i Farsund kommune,https://www.facebook.com/kulturstriba/events,Facebook,2024-11-05 11:12:38,,No,No
DDV,Lindesnesbibliotekene,https://www.facebook.com/lindesnesbibliotekene/events,Facebook,2024-11-05 11:12:38,,No,No
DDV,Minne Kultursenter,https://www.facebook.com/Minnekultursenter/events,Facebook,2024-11-05 11:12:38,,No,No
DDV,Flekkefjord bibliotek,https://www.facebook.com/profile.php?id=100064531488549&sk=events,Facebook,2025-02-19 15:51:27,,No,No
DDV,Kulturprogrammet i Kvinesdal,https://kvinesdalkino.filmweb.no/kulturprogram,Weblink,2025-07-07 09:06:02,,No,No
DDV,Buen kulturhus,https://www.buenkulturhus.no/programoversikt,Weblink,2025-07-22 11:54:09,,No,No
DDV,Smaabyen Flekkefjord,https://www.visitsorlandet.com/destinasjoner/flekkefjord/hva-skjer-i-flekkefjord/,Weblink,2025-12-16 07:35:36,,No,No
DDV,Kvinesdal Visit Sørlandet,https://www.visitsorlandet.com/destinasjoner/kvinesdal/hva-skjer-i-kvinesdal/,Weblink,2025-12-16 07:43:43,,No,No
DDV,Vest-Agder Museet,https://www.vestagdermuseet.no/arrangementer/,Weblink,2025-12-16 11:31:52,2025-12-16 12:18:01,No,No
DDV,Vest-Agder Museet,https://www.vestagdermuseet.no/arrangementer/,Weblink,2025-12-16 12:34:56,,No,No
DDV,Flekkefjord Kultursenter SPIRA,https://ebillett.no/90018100000000,Weblink,2025-12-16 14:01:48,,No,No
DDV,Aktiv Ung Flekkefjord,https://flekkefjordung.frivilligsentral.no/,Weblink,2026-01-07 12:00:42,,No,No
Folkebladet,Hugos Pub,https://www.facebook.com/profile.php?id=100055114729330,Facebook,2025-06-11 11:04:54,2025-09-09 10:58:31,No,No
Folkebladet,Hugos Pub,https://www.facebook.com/profile.php?id=100055114729330&sk=events,Facebook,2025-09-09 10:58:31,,No,No
Jasper Local,Jasper Pride & Ski Festival,https://www.facebook.com/jasperpridefestival/events,Facebook,2025-03-21 15:46:31,,No,No
Longyearbyen lokalstyre,"Aktiv i Friluft, Longyearbyen",https://www.facebook.com/aktivifriluftlyb/events,Facebook,2024-11-05 11:12:38,,No,No
Longyearbyen lokalstyre,Svalbard Turn,https://www.facebook.com/profile.php?id=100064482048718&sk=events,Facebook,2024-11-05 11:12:38,,No,No
Longyearbyen lokalstyre,Longyearbyen folkebibliotek ,https://www.facebook.com/longyearbyenbibliotek/events,Facebook,2024-11-05 11:12:38,,No,No
Longyearbyen lokalstyre,Artica Svalbard,https://www.facebook.com/ArticaSvalbard/events,Facebook,2024-10-11 12:49:36,2025-12-16 14:47:40,No,No
Longyearbyen lokalstyre,Ung i Longyearbyen,https://www.facebook.com/UngiLyb/events,Facebook,2024-11-05 11:12:38,,No,No
Longyearbyen lokalstyre,Nordover kino,https://www.facebook.com/longyearbyenkulturhus/events,Facebook,2024-11-05 11:12:38,,No,No
Longyearbyen lokalstyre,Nordover kunstsenter,https://www.facebook.com/nordoversvalbard/events,Facebook,2024-11-05 11:12:38,,No,No
Longyearbyen lokalstyre,Universitetet på Svalbard,https://www.facebook.com/UNIS.Svalbard/events,Facebook,2024-11-05 11:12:38,,No,No
Longyearbyen lokalstyre,Svalbard Kirke,https://www.facebook.com/svalbardkirke/events,Facebook,2024-11-04 12:04:59,,No,No
Longyearbyen lokalstyre,Longyearbyen lokalstyre,https://www.facebook.com/profile.php?id=100057518745299&sk=events,Facebook,2024-11-05 11:12:38,,No,No
Longyearbyen lokalstyre,Polarjazz,https://www.facebook.com/Polarjazz/events,Facebook,2025-01-23 13:13:16,2025-12-17 09:22:58,No,No
Longyearbyen lokalstyre,Longyearbyen litteraturfestival,https://www.facebook.com/Longyearbyenlitteraturfestival/events,Facebook,2025-02-07 08:36:22,,No,No
Longyearbyen lokalstyre,Dark Season Blues,https://www.facebook.com/DarkSeasonBlues/events,Facebook,2025-02-07 09:27:18,,No,No
Longyearbyen lokalstyre,Longyearbyen kulturhus,https://www.facebook.com/longyearbyenkulturhus/events,Facebook,2025-02-07 09:29:36,,No,No
Longyearbyen lokalstyre,Arctic Chamber Music Festival,https://www.facebook.com/arcticchambermusicfestival/events,Facebook,2025-02-11 10:13:28,,No,No
Longyearbyen lokalstyre,Svalbard Vibe,https://www.facebook.com/profile.php?id=100093377504147&sk=events,Facebook,2025-02-19 15:16:45,,No,No
Longyearbyen lokalstyre,Svalbard museum,https://www.facebook.com/svalbardmuseum,Facebook,2025-02-19 14:51:37,2025-04-14 13:31:56,No,No
Longyearbyen lokalstyre,Svalbard museum,https://www.facebook.com/svalbardmuseum/events,Facebook,2025-04-14 13:31:56,,No,No
Longyearbyen lokalstyre,Nordover kino,https://ebillett.no/longyearbyenkulturhus/events/daily,Weblink,2025-11-21 16:33:15,,No,No
Longyearbyen lokalstyre,Artica Svalbard,https://www.articasvalbard.no/artica-events,Weblink,2025-12-16 14:47:40,,No,No
Longyearbyen lokalstyre,Polarjazz,https://polarjazz.no/,Weblink,2025-12-17 09:24:54,,No,No
Longyearbyen lokalstyre,Polarjazz,https://polarjazz.no/program/,Weblink,2025-12-17 09:22:58,2025-12-17 09:24:54,No,No
Mitt Kongsvinger/Mitt Eidskog,Rådhus-Teatret,https://www.facebook.com/radhusteatret/events,Facebook,2025-02-17 09:59:39,,No,No
Mitt Kongsvinger/Mitt Eidskog,Eidskog kommune,https://www.facebook.com/eidskogkommune/events,Facebook,2025-03-06 11:14:28,,No,No
Mitt Kongsvinger/Mitt Eidskog,Eidskog Bibliotek,https://www.facebook.com/Tyrielden/events,Facebook,2025-03-06 11:18:22,,No,No
Mitt Kongsvinger/Mitt Eidskog,Joker Brandvall,https://www.facebook.com/jokerbrandval/events?locale=nb_NO,Facebook,2025-03-06 11:21:53,2025-03-11 12:26:13,Yes,No
Mitt Kongsvinger/Mitt Eidskog,Kongsvinger Bibliotek,https://www.facebook.com/kongsvingerbibliotek/events/,Facebook,2025-03-26 13:34:00,,No,No
Mitt Kongsvinger/Mitt Eidskog,Kongsvinger Kommune,https://www.facebook.com/kongsvingerkommune/events,Facebook,2025-06-03 11:03:29,,No,No
Mitt Kongsvinger/Mitt Eidskog,Anno Kongsvingerregionen,https://www.facebook.com/Kvinnemuseet/events,Facebook,2025-06-17 12:43:31,,No,No
Mitt Kongsvinger/Mitt Eidskog,Anno Kongsvingerregionen,https://www.facebook.com/EidskogMuseum/events,Facebook,2025-06-17 12:43:31,,No,No
Mitt Kongsvinger/Mitt Eidskog,Anno Kongsvingerregionen,https://www.facebook.com/KongsvingerMuseum/events,Facebook,2025-06-17 12:43:31,,No,No
Mitt Kongsvinger/Mitt Eidskog,Klang under kuppelen,https://www.facebook.com/klangunderkuppelen/events,Facebook,2025-07-31 12:57:30,,No,No
Mitt Kongsvinger/Mitt Eidskog,Vinger kirke,https://www.facebook.com/vinger.menighet/events,Facebook,2025-11-20 14:19:25,,No,No
Mitt Kongsvinger/Mitt Eidskog,Rådhus-Teatret,https://ebillett.no/kongsvingerkinoradhusteatret/events/daily,Weblink,2025-11-27 11:11:39,,No,No
Nacka Kommun,På gång i Nacka,https://www.nacka.se/pa-gang-i-nacka/,Weblink,2025-12-22 09:50:49,,No,No
Samisk,Sámi Našunálateáhter Beaivváš,https://beaivvas.no/nb/billett-program/,Weblink,2025-09-22 11:22:50,,No,No
Samisk,Lounge Sápmi,https://www.facebook.com/loungesapmi/events,Facebook,2025-09-22 11:24:53,,No,No
Sandefjord Kommune Innbygger,Den kulturelle vandringsstaven,https://www.facebook.com/vandringsstaven/events,Facebook,2024-11-05 11:12:38,,No,No
Sandefjord Kommune Innbygger,Hjertnes kulturhus,https://www.facebook.com/hjertneskulturhus/events,Facebook,2024-11-04 12:04:59,,No,No
Sandefjord Kommune Innbygger,Sandefjord bibliotek,https://www.facebook.com/sandefjordbibliotek/events,Facebook,2024-11-05 11:12:38,,No,No
Sandefjord Kommune Innbygger,Hjertnes småtroll,https://www.facebook.com/hjertnessmatroll/events,Facebook,2024-12-02 13:05:23,,No,No
Sandefjord Kommune Innbygger,Hjertnes småtroll,https://www.facebook.com/hjertnessmatroll,Facebook,2024-12-02 12:42:12,2024-12-02 13:05:23,No,No
Sandefjord Kommune Innbygger,Hjertnes småtroll,https://hjertnes.no/smatroll-i-hjertnes/,Weblink,2024-12-02 12:30:37,2024-12-03 10:08:13,No,No
Sandefjord Kommune Innbygger,Alonsohuset,https://www.facebook.com/alonsohuset/events,Facebook,2025-05-23 09:04:58,,No,No
Sandefjord Kommune Innbygger,Andebu bibliotek,https://www.facebook.com/Andebubibliotek/events,Facebook,2025-05-23 09:48:25,,No,No
Sandefjord Kommune Innbygger,Fellesverket Sandefjord,https://www.facebook.com/fellesverketsandefjord/events,Facebook,2025-05-23 10:14:06,,No,No
Sandefjord Kommune Innbygger,Furu egg,https://furuegg.no/177-2/,Weblink,2025-05-23 10:24:14,2025-06-19 07:51:27,No,No
Sandefjord Kommune Innbygger,Color Line,https://www.colorline.no/sandefjord-stromstad/underholdning,Weblink,2025-06-17 07:31:00,2025-12-09 15:06:07,No,No
Sandefjord Kommune Innbygger,Høyjord ungdomslag,https://www.hul.no,Weblink,2025-07-23 08:55:47,,No,No
Sandefjord Kommune Innbygger,Kurbadhagen,https://kurbadhagen.no/program/,Weblink,2025-07-23 12:59:31,,No,No
