Newspaper,Organizer,Source URL,Source Type,Approved At,Deleted At,Organizer Deleted,Newspaper Disabled
WO Oslo,Norsk Folkemuseum,https://www.facebook.com/norskfolkemuseum/events,Facebook,2025-05-21 15:49:52,2025-05-21 15:50:02,No,No
WO Oslo,Astrup Fearnley Museet,https://www.facebook.com/astrupfearnleymuseet/events,Facebook,2025-05-30 15:00:29,2026-01-02 16:33:02,No,No
WO Oslo,Eidsvoll 1814,https://www.facebook.com/eidsvoll1814/events,Facebook,2025-05-21 17:02:08,2026-01-02 16:44:03,No,No
WO Oslo,Ibsen Museum & Teater,https://www.facebook.com/IBSENMuseumTeater/events,Facebook,2025-05-21 15:55:47,2025-05-21 16:25:37,No,No
WO Oslo,Eidsvoll 1814,https://www.facebook.com/eidsvoll1814/events,Facebook,2025-05-21 16:01:13,2025-05-21 16:25:38,No,No
WO Oslo,Bogstad Gård,https://www.facebook.com/bogstadgard/events,Facebook,2025-05-21 16:06:59,2025-05-21 16:25:40,No,No
WO Oslo,Bygdø Kongsgård,https://www.facebook.com/bygdokongsgard/events,Facebook,2025-05-21 16:25:25,2025-05-21 16:25:43,No,No
WO Oslo,Norsk Folkemuseum,https://www.facebook.com/norskfolkemuseum/events,Facebook,2025-05-21 16:49:05,,No,No
WO Oslo,Norsk Maritimt Museum,https://www.facebook.com/maritimtmuseum/events,Facebook,2025-05-21 16:47:16,2025-05-21 16:49:28,No,No
WO Oslo,Norsk Maritimt Museum,https://www.facebook.com/maritimtmuseum/events,Facebook,2025-05-21 16:52:15,,No,No
WO Oslo,Ibsen Museum & Teater,https://www.facebook.com/IBSENMuseumTeater/events,Facebook,2025-05-21 16:56:41,,No,No
WO Oslo,Bygdø Kongsgård,https://www.facebook.com/bygdokongsgard/events,Facebook,2025-05-21 16:59:42,,No,No
WO Oslo,Bogstad Gård,https://www.facebook.com/bogstadgard/events,Facebook,2025-05-21 17:01:26,,No,No
WO Oslo,Vigelandmuseet,https://www.facebook.com/vigelandmuseum/events,Facebook,2025-05-22 19:02:03,2025-05-22 19:02:34,No,No
WO Oslo,Vigelandmuseet,https://www.facebook.com/vigelandmuseum/events,Facebook,2025-05-26 12:54:35,,No,No
WO Oslo,Teknisk museum,https://www.facebook.com/Tekniskmuseum/events,Facebook,2025-05-30 09:58:37,2025-05-30 09:59:32,No,No
WO Oslo,Astrup Fearnley Museet,https://www.facebook.com/astrupfearnleymuseet/events,Facebook,2025-05-30 13:43:45,2025-05-30 13:43:52,No,No
WO Oslo,Nobel Peace Center,https://www.facebook.com/nobelpeacecenter/events,Facebook,2025-06-04 09:48:11,2025-06-04 09:48:51,No,No
WO Oslo,Nobel Peace Center,https://www.facebook.com/nobelpeacecenter/events,Facebook,2025-06-04 10:07:38,,No,No
WO Oslo,Rockefeller / John Dee / Sentrum Scene,https://www.facebook.com/rockefelleroslo/events,Facebook,2025-06-05 13:48:04,2025-06-05 13:48:11,No,No
WO Oslo,Rockefeller / John Dee / Sentrum Scene,https://www.facebook.com/rockefelleroslo/events,Facebook,2025-06-05 13:50:45,,No,No
WO Oslo,Bondens marked Oslo,https://www.facebook.com/bondensmarkedoslo/events,Facebook,2025-06-05 13:55:12,2025-06-05 13:55:20,No,No
WO Oslo,Teknisk museum,https://www.facebook.com/Tekniskmuseum/events,Facebook,2025-05-30 10:25:25,2025-06-16 15:55:00,No,No
WO Oslo,Bondens marked Oslo,https://www.facebook.com/bondensmarkedoslo/events,Facebook,2025-06-05 15:42:01,,No,No
WO Oslo,HL-Senteret,https://www.facebook.com/HLsenteret/events,Facebook,2025-06-06 11:51:22,2025-06-06 11:59:36,No,No
WO Oslo,Kon-Tiki Museet,https://www.facebook.com/KonTikiMuseum/events,Facebook,2025-06-06 12:21:41,2025-06-06 12:21:49,No,No
WO Oslo,Kon-Tiki Museet,https://www.facebook.com/KonTikiMuseum/events,Facebook,2025-06-06 12:41:12,,No,No
WO Oslo,SALT art & music,https://www.facebook.com/SaltArtMusic/events,Facebook,2025-06-07 13:44:53,2025-06-07 13:45:09,No,No
WO Oslo,Henie Onstad Kunstsenter,https://www.facebook.com/henieonstad/events,Facebook,2025-06-07 13:50:45,2025-06-07 13:50:54,No,No
WO Oslo,SALT art & music,https://www.facebook.com/SaltArtMusic/events,Facebook,2025-06-07 13:51:47,,No,No
WO Oslo,Henie Onstad Kunstsenter,https://www.facebook.com/henieonstad/events,Facebook,2025-06-07 13:52:20,,No,No
WO Oslo,HL-Senteret,https://www.facebook.com/HLsenteret/events,Facebook,2025-06-06 12:07:50,2026-01-02 13:19:35,No,No
WO Oslo,Smelteverket,https://www.facebook.com/Smelteverket/events,Facebook,2025-07-09 09:05:35,,No,No
WO Oslo,Teknisk museum,https://www.tekniskmuseum.no/program,Weblink,2025-08-01 11:00:01,,No,No
WO Oslo,Munch,https://www.munch.no/hva_skjer/,Weblink,2025-09-11 06:57:44,,No,No
WO Oslo,Kulinarisk Akademi,https://www.facebook.com/KulinariskAkademi/events,Facebook,2025-09-25 14:15:57,,No,No
WO Oslo,Teater Neuf International,https://www.facebook.com/teaterneufint/events,Facebook,2025-11-05 11:42:01,,No,No
WO Oslo,Trekanten,https://www.facebook.com/trekantenoslo/events,Facebook,2025-09-22 13:36:29,,No,No
WO Oslo,Teater Neuf International,https://neuf.no/arrangementer?mode=calendar,Weblink,2025-11-04 15:58:55,2025-11-05 11:42:01,No,No
WO Oslo,ShowWeb,https://www.showweb.no/program,Weblink,2025-10-20 12:56:11,,No,No
WO Oslo,Gamle Oslo Husflidslag,https://www.facebook.com/gamleoslohusflidslag/events?locale=nb_NO,Facebook,2025-11-14 09:18:04,,No,No
WO Oslo,Kunsthallen,https://kunsthallen.no/exhibitions/,Weblink,2025-11-14 09:48:29,,No,No
WO Oslo,Street Art Norge,https://streetartnorge.no/utstilling/,Weblink,2025-11-14 09:54:02,,No,No
WO Oslo,HL-Senteret,https://www.hlsenteret.no/arrangementer/,Weblink,2026-01-02 13:16:41,,No,No
WO Oslo,Astrup Fearnley Museet,https://www.afmuseet.no/arrangementer/,Weblink,2026-01-02 16:25:11,,No,No
WO Oslo,Eidsvoll 1814,https://eidsvoll1814.no/hva-skjer,Weblink,2026-01-02 16:43:09,,No,No
WO Oslo,Rockefeller / John Dee / Sentrum Scene,https://www.rockefeller.no/,Weblink,2026-01-05 09:57:04,2026-01-06 17:33:32,No,No
WO Oslo,Rockefeller / John Dee / Sentrum Scene,https://www.rockefeller.no/,Weblink,2026-01-07 15:57:43,2026-01-07 16:55:08,No,No
WO Oslo,Carls,https://www.facebook.com/CarlsOslo/events,Facebook,2026-01-14 18:12:29,,No,No
WO Oslofjorden,Bølgen Kino,https://www.facebook.com/bolgenkino/events,Facebook,2025-05-19 18:26:59,2026-01-07 16:28:55,No,No
WO Oslofjorden,Bølgen Kulturhus,https://www.facebook.com/bolgenkulturhus/events?locale=nb_NO,Facebook,2025-05-19 18:27:45,2026-01-08 11:04:42,No,No
WO Oslofjorden,Bølgen Kulturhus,https://www.facebook.com/bolgenkulturhus/events?locale=nb_NO,Facebook,2025-05-19 18:08:03,2025-05-19 18:11:53,No,No
WO Oslofjorden,Bølgen Kino,https://www.facebook.com/bolgenkino/events,Facebook,2025-05-19 18:17:14,2025-05-19 18:17:21,No,No
WO Oslofjorden,DuVerden,https://www.facebook.com/DuVerdenAS/events?locale=nb_NO,Facebook,2025-05-20 09:58:05,2025-05-20 09:58:14,No,No
WO Oslofjorden,DuVerden,https://www.facebook.com/DuVerdenAS/events,Facebook,2025-05-21 13:25:37,,No,No
WO Oslofjorden,Bondens Marked Østfold,https://www.facebook.com/BondensMarkedOstfold/events,Facebook,2025-06-05 14:15:16,2025-06-05 14:15:25,No,No
WO Oslofjorden,Bondens Marked Drammen og Hønefoss,https://www.facebook.com/BondensMarkedDrammen/events,Facebook,2025-06-05 14:22:35,2025-06-05 14:22:43,No,No
WO Oslofjorden,Bondens Marked Østfold,https://www.facebook.com/BondensMarkedOstfold/events,Facebook,2025-06-05 14:23:11,,No,No
WO Oslofjorden,Bondens Marked Drammen og Hønefoss,https://www.facebook.com/BondensMarkedDrammen/events,Facebook,2025-06-05 14:23:42,,No,No
WO Oslofjorden,Bondens Marked Vestfold,https://www.facebook.com/bondensmarkedvestfold/events,Facebook,2025-06-05 14:29:30,2025-06-05 14:29:39,No,No
WO Oslofjorden,Bondens Marked Vestfold,https://www.facebook.com/bondensmarkedvestfold/events,Facebook,2025-06-05 14:38:11,,No,No
WO Oslofjorden,Bondens Marked Telemark,https://www.facebook.com/bondensmarkedtelemark/events,Facebook,2025-06-05 14:54:59,2025-06-05 14:55:07,No,No
WO Oslofjorden,Bondens Marked Telemark,https://www.facebook.com/bondensmarkedtelemark/events,Facebook,2025-06-05 15:40:49,,No,No
WO Oslofjorden,MiA - Museene i Akershus,https://mia.no/hva-skjer,Weblink,2025-09-01 08:59:10,,No,No
WO Oslofjorden,Drøbak Akvarium,https://www.facebook.com/drobakakvarium/events,Facebook,2025-09-29 08:43:28,2025-09-29 08:55:14,No,No
WO Oslofjorden,Bølgen Kino,https://ebillett.no/bolgenkino/events/daily,Weblink,2026-01-07 16:02:43,,No,No
WO Oslofjorden,Bølgen Kulturhus,https://www.bolgenkulturhus.no/program/,Weblink,2026-01-08 10:28:45,,No,No
WO Oslofjorden,Kaktusfestivalen,https://www.facebook.com/kaktusfestivalen/events,Facebook,2026-01-14 09:12:47,,No,No
WO Stavanger,Bondens Marked Rogaland,https://www.facebook.com/BondensMarkedRogaland/events,Facebook,2025-06-05 14:40:42,2025-06-05 14:40:57,No,No
WO Stavanger,Bondens Marked Rogaland,https://www.facebook.com/BondensMarkedRogaland/events,Facebook,2025-06-05 14:45:15,,No,No
WO Stavanger,Blåveis,https://www.facebook.com/BlaaveisStavanger/events,Facebook,2025-07-16 12:27:08,,No,No
WO Stavanger,Norsk Oljemuseum,https://www.facebook.com/oljemuseet/events,Facebook,2025-07-16 12:24:08,,No,No
WO Stavanger,BGE Contemporary Art Projects,https://www.facebook.com/bgecontemporaryartprojects/events,Facebook,2025-07-16 12:18:31,,No,No
WO Stavanger,Musikkstuen Påfyll,https://www.facebook.com/PafyllStavanger/events,Facebook,2025-10-16 13:39:29,,No,No
WO Tromsø,Tromsø arktisk-alpine botaniske hage,https://www.facebook.com/tromso.arktisk.alpine.botaniske.hage/events,Facebook,2025-10-22 06:46:54,,No,No
WO Tromsø,Polarmuseet,https://www.facebook.com/Polarmuseet/events,Facebook,2025-10-22 06:47:15,,No,No
WO Tromsø,Tromsø Kulturhus,https://www.facebook.com/Tromsokulturhus/events,Facebook,2025-08-28 10:37:53,,No,No
WO Tromsø,Blårock Cafe,https://www.blarock.no,Weblink,2025-08-29 11:44:18,,No,No
WO Tromsø,Norges Råfisklag,https://www.facebook.com/rafisklaget/events,Facebook,2025-09-01 09:57:37,,No,No
WO Tromsø,Prelaten Kro og Scene,https://www.facebook.com/Prelaten/events,Facebook,2025-09-01 10:43:38,,No,No
WO Tromsø,Aurora kino Fokus,https://www.facebook.com/AurorakinoFokus/events,Facebook,2025-09-01 10:46:40,,No,No
WO Tromsø,Perspektivet Museum,https://www.facebook.com/perspektivet.museum/events,Facebook,2025-09-01 10:57:20,,No,No
WO Tromsø,Rorbua PUB,https://www.facebook.com/RorbuaPub/events,Facebook,2025-09-01 09:57:14,,No,No
WO Tromsø,Tromsø bibliotek og byarkiv,https://www.facebook.com/tromsobibliotek/events,Facebook,2025-10-08 14:39:15,,No,No
WO Tromsø,Tromsø bibliotek og byarkiv,https://tromso.kommune.no/bibliotek/kalender,Weblink,2025-09-03 09:43:27,2025-10-15 09:32:23,No,No
WO Tromsø,Polaria,https://www.facebook.com/Polaria.no/events,Facebook,2025-09-15 09:33:14,,No,No
WO Tromsø,Bastard Bar,https://www.facebook.com/bastardbar/events,Facebook,2025-10-02 07:01:51,,No,No
WO Tromsø,Tromsø Skaperlag ,https://www.facebook.com/skaperlaget/events,Facebook,2025-10-16 12:46:22,,No,No
WO Tromsø,UiT Norges arktiske universitetsmuseum,https://www.facebook.com/arktiskmuseum/events,Facebook,2025-10-21 19:09:30,2026-01-08 11:08:02,No,No
WO Tromsø,UiT Norges arktiske universitetsmuseum,https://uit.no/tmu/arrangementer,Weblink,2026-01-08 10:46:35,,No,No
WO Tromsø,Bastard Bar,https://bastardbar.no/,Weblink,2026-01-08 11:10:33,2026-01-08 11:19:56,No,No
WO Tromsø,Tromsø Kulturhus,https://kulturhuset.tr.no/,Weblink,2026-01-08 12:09:56,2026-01-08 12:58:27,No,No
WO Trondheim,Ringve Musikkmuseum,https://www.facebook.com/ringvemusikkmuseum/events,Facebook,2025-04-03 08:36:29,2025-04-10 12:13:35,No,No
WO Trondheim,Ringve Musikkmuseum,https://www.facebook.com/ringvemusikkmuseum/events,Facebook,2025-01-23 10:58:18,2025-01-23 13:16:46,Yes,No
WO Trondheim,Galleri Dropsfabrikken,https://www.facebook.com/Dropsfabrikkengalleri/events,Facebook,2025-01-24 09:38:36,,No,No
WO Trondheim,Galleri SG,https://www.facebook.com/Kjopmannsgt.37/events,Facebook,2025-01-24 09:42:23,,No,No
WO Trondheim,Vitenskapsmuseet,https://www.facebook.com/Vitenskapsmuseet/events,Facebook,2025-01-24 09:46:05,,No,No
WO Trondheim,Trondheim Kino,https://www.facebook.com/TrondheimKino/events,Facebook,2025-01-27 17:27:08,,No,No
WO Trondheim,Sverresborg Trøndelag Folkemuseum,https://www.facebook.com/sverresborg/events,Facebook,2025-01-28 21:54:05,,No,No
WO Trondheim,Trondheim Kunstmuseum,https://www.facebook.com/trondheim.kunstmuseum/events,Facebook,2025-01-28 22:00:44,,No,No
WO Trondheim,Koment,https://www.facebook.com/profile.php?id=61568613846608&sk=events,Facebook,2025-02-04 11:12:09,,No,No
WO Trondheim,Nordic Black Theatre,https://www.facebook.com/viten/events,Facebook,2025-02-20 10:19:07,2025-02-20 10:25:32,Yes,No
WO Trondheim,Studentersamfundet i Trondhjem,https://www.facebook.com/samfundet/events,Facebook,2025-02-24 16:35:24,,No,No
WO Trondheim,Vitensenteret i Trondheim,https://www.facebook.com/viten/events,Facebook,2025-02-24 16:36:26,,No,No
WO Trondheim,Byscenen,https://www.facebook.com/ByscenenTrondheim/events,Facebook,2025-02-24 16:33:54,2026-01-08 16:08:46,No,No
WO Trondheim,Kjøpmannsgata Ung Kunst,https://www.facebook.com/Kjopmannsgataungkunst/events,Facebook,2025-03-12 14:49:33,2025-03-12 14:52:49,No,No
WO Trondheim,Ila Brainnstasjon,https://www.facebook.com/ilabrainnstasjon/events,Facebook,2025-03-19 12:06:02,2025-03-19 12:09:06,No,No
WO Trondheim,Lager 11,https://www.facebook.com/Lager11.trondheim/events,Facebook,2025-03-19 12:14:40,2025-03-19 12:14:52,No,No
WO Trondheim,Havet Arena,https://www.facebook.com/havettrondheim/events,Facebook,2025-03-19 12:24:51,2025-03-19 12:24:57,No,No
WO Trondheim,Trondhjems Kunstforening,https://www.facebook.com/trondhjemskunstforening/events,Facebook,2025-03-19 12:31:50,2025-03-19 12:31:57,No,No
WO Trondheim,Antikvariatet,https://www.facebook.com/antikvarene/events,Facebook,2025-03-19 13:02:39,2025-03-19 13:02:46,No,No
WO Trondheim,Nordenfjeldske kunstindustrimuseum,https://www.facebook.com/Nordenfjeldske.Kunstindustrimuseum/events,Facebook,2025-04-10 12:12:35,2025-04-10 12:13:39,No,No
WO Trondheim,Nordenfjeldske kunstindustrimuseum,https://www.facebook.com/Nordenfjeldske.Kunstindustrimuseum/events,Facebook,2025-04-10 12:30:31,,No,No
WO Trondheim,Antikvariatet,https://www.facebook.com/antikvarene/events,Facebook,2025-04-10 12:32:38,,No,No
WO Trondheim,Trondhjems Kunstforening,https://www.facebook.com/trondhjemskunstforening/events,Facebook,2025-04-10 12:36:04,,No,No
WO Trondheim,Ila Brainnstasjon,https://www.facebook.com/ilabrainnstasjon/events,Facebook,2025-04-10 12:46:13,,No,No
WO Trondheim,Kjøpmannsgata Ung Kunst,https://www.facebook.com/Kjopmannsgataungkunst/events,Facebook,2025-04-10 12:50:09,,No,No
WO Trondheim,Lager 11,https://www.facebook.com/Lager11.trondheim/events,Facebook,2025-04-10 12:39:11,2026-01-08 14:45:55,No,No
WO Trondheim,Havet Arena,https://www.facebook.com/havettrondheim/events,Facebook,2025-04-10 12:38:09,2026-01-08 15:06:42,No,No
WO Trondheim,Fru Lundgreen,https://www.facebook.com/fru.lundgreen/events?locale=nb_NO,Facebook,2025-05-05 09:42:05,2025-05-05 09:42:25,No,No
WO Trondheim,Fru Lundgreen,https://www.facebook.com/fru.lundgreen/events?locale=nb_NO,Facebook,2025-05-09 11:16:08,,No,No
WO Trondheim,Pstereo,https://www.facebook.com/pstereo/events?locale=nb_NO,Facebook,2025-05-14 20:35:31,2025-05-14 20:35:39,No,No
WO Trondheim,Pstereo,https://www.facebook.com/pstereo/events?locale=nb_NO,Facebook,2025-05-16 07:30:16,,No,No
WO Trondheim,Olavshallen,https://www.facebook.com/olavshallenas/events,Facebook,2025-05-30 15:01:54,2026-01-08 14:30:32,No,No
WO Trondheim,Olavshallen,https://www.facebook.com/olavshallenas/events,Facebook,2025-05-30 13:53:04,2025-05-30 13:53:11,No,No
WO Trondheim,Bondens Marked Trønderlag,https://www.facebook.com/Bondensmarkedtrondelag/events,Facebook,2025-06-05 15:47:54,2025-06-05 15:49:01,No,No
WO Trondheim,Bondens Marked Trønderlag,https://www.facebook.com/Bondensmarkedtrondelag/events,Facebook,2025-06-05 15:52:19,,No,No
WO Trondheim,Ringve Musikkmuseum,https://www.facebook.com/ringvemusikkmuseum/events,Facebook,2025-06-10 13:54:53,,No,No
WO Trondheim,Ringve Musikkmuseum,https://www.facebook.com/ringvemusikkmuseum,Facebook,2025-04-10 12:29:46,2025-06-10 13:54:53,No,No
WO Trondheim,FETT.marked,https://www.facebook.com/profile.php?id=61557118507642&sk=events,Facebook,2025-09-09 09:16:43,,No,No
WO Trondheim,Nye Hjorten Teater,https://nyehjortenteater.no/program?view=program,Weblink,2025-09-16 07:20:17,,No,No
WO Trondheim,PoMo,https://www.facebook.com/pomotrondheim/events,Facebook,2025-09-16 08:38:44,,No,No
WO Trondheim,Røros Konserter,https://www.facebook.com/roroskonserter/events,Facebook,2025-10-01 09:08:38,,No,No
WO Trondheim,Mambo Bachata Trondheim,https://www.facebook.com/mambobachatatrondheim/events,Facebook,2026-01-08 13:09:19,,No,No
WO Trondheim,Olavshallen,https://www.olavshallen.no/forestillinger,Weblink,2026-01-08 13:20:39,,No,No
WO Trondheim,Lager 11,https://lager11.no/hvaskjer,Weblink,2026-01-08 14:33:53,,No,No
WO Trondheim,Havet Arena,https://www.broadcast.events/v/merqAUBoZn,Weblink,2026-01-08 14:51:38,,No,No
WO Trondheim,Byscenen,https://www.byscenen.no/,Weblink,2026-01-08 15:36:51,,No,No
WO Trondheim,Studentersamfundet i Trondhjem,https://www.samfundet.no/arrangement,Weblink,2026-01-08 15:08:42,2026-01-08 15:41:46,No,No
WO Trondheim,Sluppen,https://www.facebook.com/SluppenTrondheim/events,Facebook,2026-01-12 10:02:49,,No,No
Стрий- Моя громада,Стрий,https://www.facebook.com/profile.php?id=100068476952827,Facebook,2025-02-27 10:25:20,2025-02-27 11:07:33,No,Yes
Стрий- Моя громада,Стрий,https://stryy.karabas.com/hall/golden-garden-club/,Weblink,2025-02-27 10:37:04,2025-02-27 11:07:33,No,Yes
Стрий- Моя громада,Стрий,https://www.facebook.com/profile.php?id=100066550986224,Facebook,2025-02-27 10:54:54,2025-02-27 11:07:33,No,Yes